bigg_id,chebi
hcarn_c,28050
hcys__L_h,66952
hcys__L_m,66952
hdca_h,7896
his__L_h,6240
histd_h,6241
hmppp9_h,77664
hom__L_h,6246
hpglu_m,9489
hx2coa_x,62077
icit_h,5998
ile__L_h,6255
imacp_h,57766
imp_h,5849
indole_h,5900
lac__L_x,422
lcts_h,613009
Lcyst_h,44708
lido_c,6456
lido_e,6456
lnlc_h,6479
lut_u,43817
lycop_h,15948
meglyxyl_c,222828
meglyxyl_e,222828
menecyart_c,1307
mercppyr_h,6767
mergtrol_c,30109
methf_h,57455
mfor_h,77699
mg2_h,6635
mhpglu_m,58207
mm_m,14603
2m6phol_h,75920
mthgxl_x,6875
nad_f,7422
nad_h,7422
nadh_f,7423
nadh_h,7423
nadp_s,7424
nadp_u,7424
nadph_s,7425
nadph_u,7425
neoxan_u,32446
no2_h,7585
neuspn_h,25511
oaa_f,7812
oaa_h,7812
oc2coa_m,62242
ocdce9coa_c,15534
ocdcea_h,7741
ocdcecoa_c,74395
oxa_m,7811
pa160_h,73246
pant__R_n,44662
paps_h,58339
paps_m,58339
phdp_h,8197
pep_f,8147
pep_h,8147
phe__L_h,8089
phom_h,7691
phphtna_u,38255
pmtcoa_h,7898
ppap_h,8478
ppap_m,8478
ppbng_h,8335
pphn_h,84387
ppi_u,8683
ppp9_h,8592
pppg9_h,8593
prfp_h,75912
prlp_h,7090
prpncoa_n,26301
prpp_h,58017
pser__L_h,7692
psqldp_c,8401
ptrc_h,8650
pyr_f,8685
pyr_h,8685
q8h2_m,61682
r1p_h,57720
r5p_h,22413
retac_s,94695
retinal_s,22348
retinal_11_cis_s,727
retinol_s,8816
ribflv_h,8843
s7p_h,9083
sbt__D_h,9201
scys__L_h,22075
scys__L_m,22075
selcyst_h,6297
selhcys_h,84850
seln_h,9089
seln_m,9089
selnp_m,9101
ser__L_h,9116
sheme_h,9166
so4_n,9335
spmd_h,9218
spmd_m,9218
stys_h,9248
succ_h,9304
suchms_h,7704
sucr_h,9314
tag1601819Z180_c,77623
td2coa_m,61405
tega_c,32188
tega_e,32188
thr__L_h,6308
toctd2eACP_h,80388
trdox_h,7845
trdrd_h,15033
trnaglu_h,29175
trnagly_m,29176
udp_h,9802
udparab_c,9814
udpg_h,9895
udpg_n,9895
ump_h,9849
uppg1_h,28766
uppg3_h,9905
vioxan_u,46568
xmp_m,57464
zeax_u,27547
zymstnl_c,12170
23ccmp_c,824
23cgmp_c,825
23cump_c,826
2hbut_c,64552
2o3mpt_c,28379
2pcpgc_c,16068
3cmp_c,60875
3gmp_c,60732
3ump_c,60784
5d4dglcr_c,16369
5dh4dglcn_c,1821
Lglyald_c,6233
acamoxm_c,7148
ala_L_asn__L_c,73330
ala_L_asp__L_c,73803
ala_L_asp__L_e,73803
ala_L_leu__L_c,73770
ala_L_leu__L_e,73770
ala_L_tyr__L_c,73395
amacald_c,17628
argp_c,25686
argp_e,25686
bilea_c,3098
bilea_e,3098
chor_e,3677
dextrin_c,4468
dextrin_e,4468
djenk_c,6211
djenk_e,6211
dtpcudcpp_c,10544
ectoine_c,4756
ectoine_e,4756
eths_c,61909
eths_e,61909
g1p_B_c,16218
galman_c,27680
glcn__D_c,20983
glcn__D_e,20983
gly_asp__L_c,73804
gly_asp__L_e,73804
gly_cys__L_c,73890
gly_met__L_c,74393
gly_met__L_e,74393
glygly_c,24413
hpa_c,32362
hpal_c,34787
hxal_c,88528
istnt_c,1157
istnt_e,1157
lipt_c,146958
lipt_e,146958
madg_e,42974
met_L_phe__L_c,74708
metox_c,58772
metox_e,58772
mmal_c,25317
mops_c,39074
mops_e,39074
oxglyc_c,4593
ppi_e,8683
pser__D_e,21964
pta_c,44803
ptdcal_c,14746
purine_c,35586
ser_L_ala__L_c,74801
ser_L_his__L_c,73651
ser_L_ile__L_c,90326
ser_L_leu__L_c,74815
ser_L_met__L_c,74817
srch_c,9167
sula_c,49876
sula_e,49876
thr_L_gln__L_c,74855
thr_L_leu__L_c,74860
thr_L_met__L_c,74861
thr_L_phe__L_c,74862
thr_L_thr__L_c,73665
tmp_e,77120
trdca_c,45919
trdcal_c,89816
2coum_c,23399
5moxact_c,20600
ahandrostan_r,1710
bdg2hc_c,62251
3moxtyr_e,1582
normete__L_e,6277
2hog_m,11596
34hpp_e,594665
3bcrn_c,72995
3bcrn_e,72995
3hpp_m,40000
3mob_e,43714
3ohodcoa_l,71407
3tdcrn_c,73063
3tdcrn_e,73063
4abutn_e,58264
4ppcys_m,59458
56dthm_m,20510
5mthf_r,2097
5oxpro_e,16010
C01241_m,14799
C01601_c,32361
C01836_m,7542
C02356_c,35619
C02470_m,71201
C02528_c,36234
C02528_e,36234
C02528_r,36234
C02528_x,36234
C02712_c,21557
C02744_g,26371
C03405_c,78426
C03577_x,1291
C03693_c,4209
C03958_e,35940
C04295_c,2710
C04295_r,2710
C04308_c,64427
C04308_r,64427
C04805_m,65341
C04805_n,65341
C04843_c,15630
C04843_r,15630
C04843_x,15630
C04849_c,18597
C04849_e,18597
C04849_r,18597
C04849_x,18597
C05284_m,27967
C05298_c,1156
C05298_r,1156
C05302_c,1187
C05708_c,26639
C05708_r,26639
C05957_c,26332
C05957_r,26332
C06199_g,5764
C06199_l,5764
C06314_c,67026
C06314_r,67026
C06314_x,67026
C06315_n,6499
C06948_c,49575
C07486_c,111762
C08276_c,1438
C09640_c,112
C11304_c,8937
C11304_r,8937
C11695_c,88116
C11821_c,59562
C11821_x,59562
C13856_g,34261
C14768_c,131992
C14768_r,131992
C14771_c,34157
C14771_r,34157
C14826_c,38299
C14826_r,38299
CE0074_c,76451
CE0074_e,76451
CE0955_r,20736
CE1310_m,28939
CE1401_c,60315
CE1554_c,40992
CE1562_c,81394
CE1589_c,50111
CE1589_r,50111
CE1589_x,50111
CE1918_c,89825
CE1944_c,36781
CE2006_c,58968
CE2011_l,133907
CE2011_m,133907
CE2011_n,133907
CE2020_m,59002
CE2028_c,82957
CE2047_c,84027
CE2047_r,84027
CE2053_m,63979
CE2056_c,134516
CE2056_r,134516
CE2072_c,89478
CE2084_m,34460
CE2176_c,82913
CE2180_c,87602
CE2180_r,87602
CE2201_m,47214
CE2202_c,47803
CE2206_c,47812
CE2207_c,47813
CE2209_c,18011
CE2242_n,75064
CE2247_c,52324
CE2248_c,71408
CE2248_r,71408
CE2250_c,71451
CE2250_e,71451
CE2253_c,73977
CE2445_c,90723
CE2516_c,53486
CE2516_r,53486
CE2565_n,63989
CE2568_c,63990
CE2568_r,63990
CE2568_x,63990
CE2569_c,63991
CE2569_r,63991
CE2569_x,63991
CE2577_c,58972
CE2705_c,64277
CE2754_r,28774
CE2847_c,66940
CE2866_c,35430
CE2866_r,35430
CE2917_c,80131
CE2917_e,80131
CE2953_r,80658
CE2955_c,132260
CE3038_m,81015
CE3075_c,21092
CE3087_c,109895
CE3481_c,78209
CE3481_r,78209
CE4633_l,24757
CE4633_n,24757
CE4876_c,10537
CE4876_r,10537
CE4936_n,7210
CE4987_c,133324
CE4990_m,742
CE4993_m,134519
CE5126_c,77275
CE5138_c,133346
CE5138_r,133346
CE5151_c,74126
CE5151_r,74126
CE5251_c,87263
CE5251_r,87263
CE5251_x,87263
CE5252_m,87262
CE5276_c,74684
CE5276_x,74684
CE5304_c,63999
CE5456_c,55534
CE5531_c,133440
CE5531_r,133440
CE5531_x,133440
CE5588_c,50038
CE5662_c,78325
CE5842_c,84962
CE5842_r,84962
CE5866_c,74389
CE5868_c,40853
CE5868_e,40853
CE5968_m,50928
CE6000_c,62726
CE6193_x,74017
CE6205_c,89851
CE6234_c,90793
CE6415_c,266
CE7081_n,90819
CE7083_c,88493
CE7083_r,88493
CE7088_n,134407
CE7090_c,81563
CE7091_n,32949
CE7096_n,72867
CE7172_n,88459
HC00229_e,24901
HC00460_c,19382
HC00576_c,24607
HC00591_m,19747
HC00682_m,8940
HC00718_c,57781
HC00900_m,30861
HC00955_e,77860
HC01231_m,21463
HC01434_m,58931
HC01444_e,5259
HC01459_x,20213
HC01522_c,28508
HC01652_c,929
HC01672_c,37666
HC01700_e,24192
HC01710_c,926
HC02180_c,28728
HC02180_e,28728
HC02187_c,19863
HC02187_e,19863
HC02191_c,20237
HC02191_e,20237
HC02191_r,20237
HC02192_c,26857
HC02192_e,26857
HC02193_c,60008
HC02193_e,60008
HC02194_c,78604
HC02194_e,78604
HC02202_c,92069
HC02202_e,92069
HC02202_r,92069
HC02203_c,26315
HC02203_e,26315
HC02203_r,26315
HC02204_c,8506
HC02204_e,8506
HC02207_c,133392
HC02207_e,133392
HC02208_c,26320
HC02208_e,26320
HC02210_c,132149
HC02210_e,132149
HC02213_n,28031
HC02216_c,26326
HC02216_e,26326
N1aspmd_x,7356
N1sprm_x,7357
ac_r,40486
acac_r,40507
acgalfucgalacgalfuc12gal14acglcgalgluside_cho_g,28574
acgalfucgalacglcgal14acglcgalgluside_cho_g,62540
acgpail_cho_c,53052
acmana_r,7141
acngalacglcgal14acglcgalgluside_cho_c,61850
acngalacglcgal14acglcgalgluside_cho_e,61850
acngalacglcgalgluside_cho_g,61235
ahcys_e,8945
aicar_e,58475
ak2g_cho_c,52595
anth_e,40980
arach_x,28822
ascb__L_r,43473
avite1_r,46509
c4crn_c,21949
c4crn_e,21949
c4dc_c,73034
c4dc_e,73034
c4dc_x,73034
c8crn_m,73039
ca2_r,48760
cdp_e,58069
cdpdag_cho_c,13269
cholate_m,16359
cholp_e,44707
cl_l,5590
cl_n,5590
clpn_cho_c,62237
cmpglna_c,20877
crm_cho_g,7242
crm_cho_l,7242
crm_cho_n,7242
cyst__L_m,6205
dcholcoa_c,62989
dcholcoa_r,62989
dhap_e,57642
dhcrm_cho_c,31488
dhdascb_m,14108
digalsgalside_cho_g,28848
digalside_cho_g,23717
digalside_cho_l,23717
docoscoa_c,65059
docoscoa_x,65059
dopa_x,59905
dpcoa_e,57328
dtdp_e,58369
dtmp_n,63549
fuc132galacglcgal14acglcgalgluside_cho_g,90360
fuc14galacglcgalgluside_cho_g,21431
fucacgalfucgalacglcgalgluside_cho_g,62656
fucacngal14acglcgalgluside_cho_g,62374
fucfuc12gal14acglcgalgluside_cho_g,62562
fucfucgalacglc13galacglcgal14acglcgalgluside_cho_g,61644
fucfucgalacglcgalacglcgal14acglcgalgluside_cho_g,61644
fucgal14acglcgalgluside_cho_g,90379
fucgalacgalfuc12gal14acglcgalgluside_cho_g,27718
g2m8mpdol_r,458
ga2_cho_g,5208
gal14acglcgalgluside_cho_g,10390
galacglc13galacglcgal14acglcgalgluside_cho_g,63085
galfucgalacglcgal14acglcgalgluside_cho_c,90154
galfucgalacglcgal14acglcgalgluside_cho_e,90154
gbside_cho_g,61360
gbside_cho_l,61360
gd1c_cho_c,87990
gd1c_cho_e,87990
gd3_cho_c,21151
gluside_cho_c,12971
gluside_cho_r,12971
glyald_m,4186
glyc3p_x,57597
glygly_e,24413
gm1a_cho_g,61577
gp1calpha_cho_c,87802
gp1calpha_cho_e,87802
gpail_cho_c,20998
gq1balpha_cho_g,82609
gt1a_cho_c,27691
gt1a_cho_e,27691
gthrd_x,57925
h2o2_r,5586
hLkynr_m,58125
h_im,5584
hdca_l,7896
his__L_l,6240
hop_c,15194
inost_r,52772
ivcrn_c,73025
ivcrn_e,73025
lanost_x,6374
leugly_c,74534
leugly_e,74534
lnlc_l,6479
lnlnca_l,528881
m7mpdol_r,465
m8mpdol_r,466
malcoa_e,6661
malcoa_r,6661
na1_r,9175
no2_l,7585
no2_n,7585
oagd3_cho_c,61730
oagd3_cho_e,61730
ocdcea_l,7741
ocdcea_m,7741
pail345p_cho_g,26039
pail345p_cho_n,26039
pail34p_cho_n,11285
pail35p_cho_g,57923
pail35p_cho_n,57923
pail3p_cho_c,58088
pail3p_cho_r,58088
pail45p_cho_g,28910
pail45p_cho_m,28910
pail45p_cho_n,28910
pail4p_cho_n,675
pail5p_cho_c,11290
pail5p_cho_r,11290
pail_cho_g,679
pail_cho_n,679
pan4p_e,7914
paps_n,58339
pchol_cho_g,61995
pchol_cho_m,61995
peptide_c,60466
pglyc_cho_c,26033
pglyc_cho_e,26033
pgp_cho_c,83196
pmtcoa_l,7898
prpp_n,58017
ps_cho_c,57262
ps_cho_e,57262
ps_cho_r,57262
ptth_e,25843
retinal_r,22348
retinol_r,8816
sebcoa_c,76316
sebcoa_x,76316
selhcys_n,84850
selmeth_n,47569
ser__L_g,9116
slfcys_c,27891
slfcys_e,27891
sprm_x,9219
stcoa_n,9256
subeac_c,132953
subeac_x,132953
tag_cho_c,17855
tag_cho_e,17855
thcrm_cho_c,20969
thf_r,9482
uacgam_r,9823
udpgal_r,9811
urea_n,9888
xolest2_cho_c,23205
xolest2_cho_e,23205
xylnact__D_c,13031
gtocophe_r,12406
mththf_p,44800
mththf_e,44800
ch4_p,29434
urate_p,9885
23doguln_p,60793
h2o_cx,5594
2pglyc_cx,58033
h_cx,5584
3pg_cx,58272
phphbda_c,38257
phytol_c,14836
23dhdp_h,48052
26dap_LL_h,6341
26dap__M_h,57791
3c4mop_h,19975
pser__L_m,7692
photon_h,14383
6pgc_m,58759
acglu_h,87274
acg5p_h,7151
acorn_h,7368
so4_h,9335
3c2hmp_h,43468
Largn_h,13081
dhbpt_m,20680
utp_h,9850
focytb5_m,5037
tmlys_m,12672
gbbtn_m,20484
3ohodcoa_m,71407
ala__L_h,76050
3opalmACP_m,1639
hdca_m,7896
pa160_m,73246
aspsa_m,6194
hom__L_m,6246
dhdascb_h,14108
5mtr_m,78440
m7mpdol_c,465
m8mpdol_c,466
g2m8mpdol_c,458
grdp_m,58057
pydx5p_h,8668
met__L_h,6829
2mahmp_h,57841
4ahmmp_h,43206
ichor_h,5997
sucbz_x,44788
dhna_h,539
amob_m,8944
dann_m,58500
fmn_h,58210
alatrna_h,6172
asntrna_h,6192
trnaser_h,29179
trnacys_h,29167
cystrna_h,74764
trnahis_h,29178
trnatrp_h,29181
pdx5p_h,8672
selcyst_m,6297
dmtphllqne_h,31087
btn_h,57586
cl_h,5590
cl_m,5590
