kegg_id,Keq,stdev,bigg_id
R02088,8.77E+02,1.33E-01,NTD6pp
R02089,4.81E+01,1.33E-01,DADNKn
R02090,9.60E-01,9.64E-02,DGK1
R02092,1.21E+04,9.64E-02,DTPH
R02093,3.10E-01,1.28E-01,NDPK4
R02094,3.49E+00,9.64E-02,DTMPKm
R02095,1.36E+05,1.28E-01,NTP9
R02096,2.62E+02,7.88E-02,DTTGY
R02097,2.41E+03,3.81E-02,DTTUP
R02098,1.22E+00,3.65E-01,URIDK2r
R02099,1.75E+02,3.80E-01,DURIK1
R02100,5.13E+06,1.39E-01,DUTPDP
R02101,5.11E+07,1.92E-02,TMDS
R02102,2.41E+02,3.80E-01,NTD1
R02103,6.59E+03,2.65E-02,XAND
R02106,1.65E-06,2.90E-05,URAOX
R02107,1.55E+27,7.29E-03,XAO
R02113,1.03E+02,1.76E-01,
R02116,1.19E-242,3.83E-16,
R02118,2.05E+03,1.84E-01,
R02119,4.97E+03,1.69E-01,
R02120,4.73E-44,3.50E-01,
R02123,5.56E+06,1.46E-04,RADH
R02124,1.01E-02,2.64E-01,RDH1
R02125,1.30E+30,7.95E-05,
R02126,4.48E-02,9.64E-02,RAI1
R02129,7.65E+07,1.01E-04,
R02132,8.54E+48,1.24E-03,
R02133,4.45E+00,3.97E-02,TMN
R02136,8.40E+03,1.69E-01,
R02137,5.46E-01,3.38E-02,CYTDH
R02138,9.20E+00,9.67E-03,
R02139,1.59E-07,5.26E-02,
R02141,2.75E-01,7.59E-03,
R02142,1.46E-04,5.26E-02,XPPT
R02143,2.43E+00,6.44E-02,XTSNH
R02147,1.05E-02,1.91E-01,PUNP3
R02150,3.06E+16,2.65E-02,HISTASE
R02152,4.23E+03,2.54E-01,
R02158,1.39E+11,1.18E-01,
R02163,1.45E-15,9.25E-02,NADH2r
R02164,5.84E+03,5.70E-02,
R02165,4.67E+10,1.63E-02,
R02167,8.12E+01,2.44E-01,
R02168,1.03E+03,5.26E-02,
R02171,1.12E+02,3.24E-02,
R02172,2.44E-01,2.99E-02,
R02173,3.59E+16,2.65E-02,TRYPTAOX
R02177,5.26E-02,2.86E-01,
R02178,8.28E+70,8.20E-02,
R02179,1.03E+02,1.76E-01,
R02184,1.57E-153,6.42E-01,
R02185,6.82E+155,5.92E-01,
R02186,1.85E-153,4.12E-01,
R02187,6.82E+155,5.92E-01,
R02188,2.74E-150,5.69E-01,
R02189,6.82E+155,5.92E-01,
R02193,6.93E+00,4.88E-04,
R02194,4.43E+01,2.09E-03,FERULCOAS
R02195,3.83E-04,5.51E-04,
R02196,1.53E-06,6.18E-02,
R02197,3.58E+17,1.33E-02,ILEOX
R02199,6.66E+00,6.18E-02,ILETA
R02200,4.30E-02,3.66E-02,
R02201,1.24E-04,3.65E-01,1PPDCRp
R02203,8.28E-05,3.80E-01,1PPDCRc
R02204,2.62E+14,5.74E-04,
R02205,1.06E-06,8.25E-04,
R02207,2.46E-04,4.65E-01,
R02208,2.55E-03,2.26E-03,
R02209,1.64E-04,4.46E-01,
R02210,3.35E+75,5.94E-02,
R02216,7.88E-02,2.98E-01,
R02218,2.49E+67,3.11E-02,
R02219,3.92E+02,2.26E-03,
R02220,8.80E+01,2.36E-03,
R02221,1.43E+01,1.71E-04,
R02223,9.24E+11,5.94E-02,
R02224,2.07E+12,5.70E-02,
R02225,4.29E-01,3.36E-01,
R02227,3.95E-01,3.36E-01,
R02228,9.84E+04,3.36E-01,
R02229,3.21E+01,3.10E-01,
R02231,1.82E+64,5.50E-03,
R02232,8.12E+01,4.16E-04,
R02233,4.01E+20,3.67E-03,
R02235,3.68E-04,8.20E-02,r0512
R02236,2.46E-04,8.20E-02,r0514
R02243,9.51E+02,5.48E-02,
R02244,2.25E-01,1.13E-01,ACONIs
R02245,2.32E+02,1.56E-01,MEVK1
R02246,1.93E-16,1.18E-01,
R02247,1.34E-16,1.13E-01,
R02252,6.63E-11,3.97E-02,
R02253,3.93E+76,1.39E-02,
R02254,3.93E+76,1.39E-02,
R02255,5.67E+00,6.48E-04,
R02256,9.64E-02,1.45E-02,
R02257,2.02E-06,2.98E-01,
R02258,4.72E-06,2.64E-01,LCARS
R02259,1.35E-06,3.10E-01,
R02260,8.92E-03,1.84E-01,LALDO3
R02261,7.02E-04,2.54E-01,
R02262,3.40E-04,9.64E-02,FCLPA
R02263,7.56E-02,9.64E-02,RMPA
R02268,9.28E-03,1.45E-03,
R02269,2.42E+01,2.64E-01,DHPM1
R02271,8.17E-01,2.16E-01,
R02272,4.85E-02,5.92E-01,G1SAT
R02273,9.17E+01,1.69E-01,APENTAMAH
R02274,1.08E+00,2.25E-01,APTNAT
R02276,2.23E+01,2.44E-01,
R02278,9.42E+05,1.00E-01,
R02279,2.18E+09,7.56E-02,
R02280,3.02E-05,6.98E-02,
R02282,2.86E-01,9.64E-02,ORNTAC
R02283,1.08E+02,4.85E-02,ACOTA
R02284,1.76E+00,9.64E-02,
R02287,2.25E-01,1.91E-01,GluForTx
R02291,3.33E+02,2.64E-01,ASADH
R02292,1.15E+20,8.57E-03,
R02293,3.68E-04,2.35E-02,
R02294,4.60E+02,9.64E-02,PNP
R02295,1.84E-01,2.35E-02,NP1
R02296,2.77E-03,3.81E-02,PYNP1
R02297,1.23E-02,9.64E-02,PUNP7
R02298,1.24E-03,3.11E-02,
R02303,3.50E-01,3.65E-01,
R02306,1.16E+53,4.71E-05,
R02309,1.87E+181,3.67E-03,
R02310,3.24E-02,2.55E-02,
R02311,6.17E+61,1.30E-07,
R02313,4.74E-07,5.94E-02,r0525
R02315,3.16E-07,5.94E-02,SACCD1
R02317,3.47E+02,2.08E-02,
R02322,1.33E-01,1.33E-02,NMNDA
R02323,1.00E-01,1.92E-02,NMNR
R02324,4.20E+05,1.84E-02,RNMK
R02325,2.21E+04,2.16E-01,DCTPD
R02326,1.76E-01,1.84E-02,NDPK7m
R02327,4.23E+03,6.20E-03,DCTUP
R02328,2.24E+00,9.64E-02,G1PTT
R02329,2.52E+01,1.45E-02,
R02330,8.72E+04,3.65E-01,NTP8
R02331,4.84E-01,3.65E-01,NDPK6
R02332,1.54E+03,4.30E-02,DUTUP
R02335,1.29E-17,4.85E-02,
R02338,3.13E+59,6.46E-03,
R02339,1.88E+79,9.28E-03,
R02340,4.33E-04,9.64E-02,TRPS3
R02341,4.29E-01,1.39E-01,
R02343,2.46E-04,4.65E-01,
R02344,2.46E-04,4.65E-01,
R02345,4.65E-01,1.99E-01,
R02352,1.33E-01,3.10E-01,HSD17B8r
R02353,9.25E-02,2.98E-01,HSD17B1
R02360,1.33E+198,1.23E-01,
R02363,2.45E+47,1.15E-06,
R02367,2.79E+07,3.98E-03,TRETINOLPMTACT
R02368,2.89E-04,9.64E-02,
R02369,2.05E+02,1.46E-04,
R02370,5.39E+03,3.51E-02,3NUCLE3
R02371,4.79E+02,1.09E-02,DCTCP
R02372,1.75E+02,1.28E-01,DUTCP
R02373,1.85E+22,2.99E-02,
R02375,4.46E-01,9.67E-03,
R02376,3.43E+06,1.99E-01,
R02377,2.79E-05,8.54E-02,ALCD3ir
R02380,7.56E-02,9.64E-02,
R02382,3.59E+16,2.65E-02,TYROXDApp
R02383,2.05E+77,5.94E-02,
R02385,4.05E+04,2.66E-03,
R02387,1.61E+03,8.54E-02,
R02388,9.39E+06,7.56E-02,
R02389,1.33E+00,1.14E-02,
R02391,1.15E+19,1.52E-04,BILIRED2
R02393,7.69E+18,1.52E-04,BILIRED
R02394,4.93E+118,2.04E-08,
R02397,4.97E+78,2.44E-02,BBHOX
R02398,1.67E+03,8.54E-02,
R02401,4.92E+06,4.12E-01,OXPTNDH
R02402,7.52E+00,2.09E-03,GLCOAS
R02404,7.52E+00,2.09E-03,ITCOALm
R02405,2.74E+00,2.00E-03,ITCOAL1m
R02406,3.34E+01,1.93E-03,
R02407,3.64E+00,2.00E-03,
R02408,6.03E-07,2.77E-03,CTINBL
R02410,1.97E+02,2.76E-02,
R02411,8.83E+00,8.54E-02,AGMIS
R02412,8.15E+00,2.44E-02,SKK
R02413,9.27E-15,4.13E-02,SHK3Dr
R02415,4.33E-04,7.59E-03,
R02416,4.84E-01,7.02E-04,
R02419,4.88E-04,9.64E-02,
R02421,4.94E-45,2.75E-01,
R02422,5.46E-01,9.64E-02,ALLTAHr
R02423,6.44E-02,1.24E-03,
R02424,2.56E+09,5.74E-04,
R02425,2.56E+09,5.74E-04,
R02426,8.58E+09,1.28E-02,CDPGLC46DH
R02427,2.41E+03,1.50E-01,
R02428,5.18E+03,1.69E-01,
R02429,2.19E+07,3.80E-01,
R02430,1.43E+02,3.80E-01,
R02433,3.21E+01,2.34E-01,LCYSTAT
R02436,3.05E-08,1.23E-01,
R02437,9.22E-01,2.64E-01,RMI
R02438,4.46E-01,2.86E-01,
R02439,1.43E+02,1.56E-01,RBK_L1
R02441,3.40E-04,2.34E-01,
R02442,3.07E+77,5.94E-02,
R02443,9.84E+154,3.53E-03,
R02444,4.38E+80,2.26E-02,
R02449,3.20E+77,5.94E-02,
R02450,2.04E+04,1.45E-03,
R02451,1.85E+09,2.89E-04,
R02452,8.75E+03,2.17E-03,
R02453,1.48E+04,2.09E-03,
R02454,3.39E-03,1.76E-01,MANAO
R02455,4.31E-03,3.95E-01,
R02456,2.88E-03,3.80E-01,
R02457,4.75E+17,1.70E-02,DORNOp
R02458,1.85E+10,6.20E-03,
R02461,1.84E-01,9.64E-02,
R02462,8.98E-05,4.46E-01,
R02463,5.43E-12,3.23E-01,
R02464,1.00E+00,1.63E-01,SPHPL
R02466,2.94E+03,8.54E-02,
R02468,5.29E+71,7.56E-02,
R02469,5.29E+71,7.56E-02,
R02470,2.58E+69,8.54E-02,P4502C93
R02471,4.51E-04,2.35E-02,
R02472,2.46E-04,9.64E-02,DPR
R02473,1.79E+07,3.50E-01,PANTS
R02474,6.18E-02,3.80E-01,
R02476,7.88E-02,2.98E-01,
R02477,5.26E-02,2.86E-01,
R02478,1.55E+02,1.50E-01,
R02481,6.59E+03,2.54E-01,
R02482,1.26E+04,1.99E-01,
R02484,3.95E-01,1.84E-02,DURIPP
R02485,9.11E+03,2.16E-01,DCYTDn
R02486,1.35E+95,6.46E-03,
R02487,1.46E-05,7.61E-04,GLUTCOADHm
R02489,8.46E+01,7.27E-02,
R02490,1.56E-01,2.86E-01,
R02491,1.56E-01,2.86E-01,
R02492,8.15E+50,5.07E-03,NHFRBO
R02493,1.68E+02,2.99E-02,PYDAMK
R02494,3.98E-03,2.99E-02,HYPOE
R02505,8.04E+29,4.36E-06,
R02506,8.46E+01,2.36E-03,
R02508,2.84E-11,1.28E-02,
R02509,3.64E+00,1.77E-02,
R02512,1.71E+33,1.51E-02,
R02513,2.41E+02,2.66E-03,
R02514,2.05E+77,5.94E-02,
R02515,2.05E+77,5.94E-02,
R02516,3.07E+77,5.94E-02,
R02517,3.07E+77,5.94E-02,
R02518,4.22E+79,3.24E-02,
R02519,1.15E+45,1.57E-02,HGNTOR
R02520,1.66E+68,3.24E-02,
R02521,5.99E+95,4.68E-03,34HPPOR
R02522,1.86E+08,1.18E-01,
R02526,5.18E+03,1.69E-01,
R02527,7.02E-04,2.34E-01,LALDO2x
R02528,5.61E+03,2.34E-01,ALR2
R02529,9.09E+16,2.17E-02,AMO
R02530,7.64E-05,9.64E-02,LGTHL
R02531,7.02E-04,2.34E-01,ALCD22_L
R02532,3.59E+16,2.65E-02,41R2A1H12BOOX
R02536,1.59E+06,9.25E-02,ALDD19xr
R02537,1.06E+06,9.25E-02,r0548
R02539,8.80E+01,1.09E-03,PACCOAL
R02540,7.49E+01,6.44E-02,AMID2
R02544,1.40E-05,1.91E-01,TARTRDH2
R02545,9.06E-08,9.64E-02,
R02546,8.46E+01,1.56E-01,
R02547,3.25E-03,5.70E-02,
R02548,5.26E-02,2.86E-01,
R02549,2.18E+08,1.76E-01,ABUTD
R02550,1.34E-65,1.92E-02,
R02553,7.88E-02,2.98E-01,
R02554,1.17E+64,1.84E-02,
R02555,2.88E-03,2.16E-01,TAGURr
R02556,3.90E+03,6.98E-02,DADAe
R02557,1.05E-02,6.70E-02,PUNP2
R02558,7.80E+01,2.44E-01,
R02559,5.56E-44,8.89E-02,
R02560,5.29E-41,3.38E-02,
R02561,1.81E+79,2.26E-02,
R02562,2.71E+79,2.26E-02,
R02565,1.87E+06,4.12E-01,BETALDHx
R02566,1.25E+06,4.12E-01,BETALDHy
R02568,8.65E-06,3.95E-01,FBA2
R02572,4.84E-01,1.57E-02,
R02575,1.38E+01,9.64E-02,
R02576,2.41E+03,1.64E-03,
R02577,2.57E-05,2.34E-01,
R02580,2.46E-04,4.65E-01,
R02581,5.26E-02,2.86E-01,
R02583,2.59E+05,7.56E-02,
R02587,3.07E+02,3.80E-01,2DOXG6PP
R02589,2.05E+77,5.94E-02,
R02590,3.09E+38,1.39E-03,
R02593,9.28E-03,2.64E-01,
R02594,1.76E+12,1.28E-02,
R02595,1.31E-08,1.45E-02,
R02600,1.67E+04,4.46E-01,
R02601,1.33E+00,3.10E-01,OP4ENH
R02602,6.35E+02,8.54E-02,4OD
R02603,6.34E-10,1.33E-01,HKNDDH
R02604,9.44E-08,2.54E-01,HMSH
R02606,1.93E+09,1.33E-01,
R02609,2.55E-03,2.26E-03,
R02610,2.55E-03,2.26E-03,
R02611,8.98E-05,4.46E-01,ALCD25xi
R02613,3.59E+16,2.65E-02,PEAMNOpp
R02615,1.31E+03,8.89E-02,
R02618,7.36E-06,2.34E-01,
R02619,3.34E+01,2.34E-01,
R02634,2.44E-01,1.63E-01,
R02636,3.77E+01,5.70E-02,
R02637,2.36E-04,4.65E-01,DOGULNR
R02639,1.64E-04,4.46E-01,
R02640,2.46E-04,4.65E-01,GULN3D
R02646,3.59E+04,1.28E-02,
R02648,4.19E+06,5.33E-06,
R02649,4.92E-06,6.44E-02,ACGK
R02655,2.91E+06,4.12E-01,r0558
R02656,1.15E+45,1.57E-02,
R02657,1.40E-30,3.24E-02,r0559
R02658,2.15E+01,6.18E-02,2DHGLCK
R02664,7.44E+03,1.56E-01,
R02665,1.41E+43,8.57E-03,3HAO
R02668,3.13E+09,1.84E-01,HKYNH
R02669,8.46E+01,7.27E-02,
R02672,2.14E+02,8.54E-02,
R02673,1.64E+22,1.63E-02,
R02675,1.11E-21,8.28E-05,
R02677,1.53E+05,4.48E-02,
R02678,3.03E+06,4.12E-01,ALDD20xm
R02679,8.98E-05,4.46E-01,ALCD26xim
R02680,6.00E-05,4.46E-01,
R02681,7.13E+29,3.24E-02,
R02683,2.46E-04,4.65E-01,
R02684,5.26E-02,2.86E-01,
R02695,3.03E+06,4.12E-01,4HALDD
R02697,2.03E+06,4.12E-01,4HOXPACDOX_NADP
R02698,2.05E+77,5.94E-02,HPA3MO
R02699,4.62E+01,2.09E-03,PACCOAL2
R02700,2.06E+01,2.34E-01,
R02701,4.97E+03,8.54E-02,
R02702,2.79E+57,5.96E-03,
R02703,1.05E-02,3.80E-01,M1PD
R02705,1.82E+02,8.89E-02,AMANK
R02706,4.49E-03,8.89E-02,
R02707,8.28E-05,1.18E-02,
R02708,6.26E+69,8.54E-02,
R02709,2.95E+02,1.76E-01,
R02711,7.15E+03,1.63E-01,
R02712,1.49E+02,1.69E-01,
R02713,6.46E+47,1.84E-01,
R02714,5.18E+03,1.69E-01,
R02719,1.32E+02,5.94E-02,NTD10
R02720,9.02E+06,1.39E-01,NTPP11
R02722,2.20E+05,8.20E-02,TRPS1
R02727,1.39E-01,3.80E-01,
R02728,1.98E+01,5.46E-01,PGMT_B
R02729,6.66E+00,1.91E-01,
R02730,4.62E+01,3.80E-01,
R02731,3.88E+05,9.25E-02,FBPPH
R02732,1.09E-01,9.25E-02,PFK26_1
R02733,1.98E+01,7.27E-02,DAPDA
R02734,3.97E-02,5.26E-02,SDPDS
R02735,1.99E+00,9.64E-02,DAPE
R02736,2.53E+00,3.50E-01,G6PBDHh
R02737,4.60E+02,2.25E-01,UG6PGT
R02740,3.65E-01,7.24E-01,PGIAh
R02741,8.07E+03,1.23E-02,
R02742,7.93E-04,1.99E-01,
R02743,3.76E+02,1.84E-02,r0568
R02748,1.92E-02,2.64E-01,PUNP6
R02749,1.16E+05,6.70E-02,PPM2
R02750,1.47E-06,1.50E-01,DRBK
R02752,2.19E+07,3.80E-01,GLCRD
R02754,1.52E-04,1.09E-01,GLCRAL
R02755,2.28E-06,9.25E-02,
R02762,4.92E+06,4.12E-01,HMSD
R02763,2.66E-03,7.27E-02,
R02764,1.41E+05,2.76E-02,r0571
R02765,1.00E+00,9.64E-02,MMEm
R02772,2.26E-02,6.20E-03,
R02773,1.76E+00,9.64E-02,
R02776,5.26E-02,2.86E-01,
R02777,5.26E-02,2.86E-01,TDPDRR
R02778,1.83E+01,1.69E-01,
R02781,9.67E-03,7.56E-02,
R02783,4.96E+04,8.20E-02,UAMAGS
R02786,1.11E+04,7.88E-02,UAAGLS2
R02788,1.67E+04,7.88E-02,
R02792,7.88E-02,2.98E-01,
R02793,5.26E-02,2.86E-01,
R02794,4.43E+01,2.09E-03,
R02797,3.89E-21,1.44E-01,
R02798,2.59E+05,7.56E-02,
R02799,5.26E-02,2.86E-01,
R02800,1.64E-04,4.46E-01,
R02801,2.59E+05,7.56E-02,
R02805,1.25E+07,3.67E-03,
R02813,7.54E-01,3.10E-01,
R02816,2.24E+38,6.44E-02,
R02818,4.18E-31,6.70E-02,
R02825,6.05E-08,1.57E-03,
R02830,2.05E+77,5.94E-02,
R02831,8.46E+01,7.27E-02,
R02832,5.26E-02,2.86E-01,
R02833,8.68E+18,8.57E-03,
R02834,7.88E-02,2.98E-01,
R02836,5.26E-02,2.86E-01,
R02837,2.43E+00,1.91E-01,
R02840,1.27E+01,2.98E-01,
R02841,2.55E-03,2.26E-03,
R02843,2.49E+67,3.11E-02,
R02852,1.13E+00,5.70E-02,
R02853,4.79E+02,1.00E-01,PSP_D
R02855,8.98E-05,1.84E-01,ACTD
R02856,6.00E-05,1.76E-01,ACTDa
R02865,1.54E+03,1.99E-01,
R02866,2.73E+01,1.99E-01,
R02867,6.87E+03,1.39E-01,
R02868,5.39E+03,1.44E-01,
R02872,2.31E+03,1.70E-02,SS
R02874,2.44E+73,3.11E-02,SQLEr
R02877,2.68E+19,3.38E-02,
R02878,4.01E-05,9.64E-02,
R02886,1.20E+93,1.56E-01,
R02887,4.68E+47,5.24E-01,
R02888,6.01E+44,4.65E-01,
R02889,4.93E-44,2.98E-01,
R02890,9.06E+42,6.70E-02,
R02892,2.55E-03,2.26E-03,
R02893,2.55E-03,2.26E-03,
R02894,3.87E+18,4.16E-04,
R02895,1.96E-08,4.88E-04,
R02896,7.29E-03,2.98E-01,
R02897,1.18E+11,1.18E-01,
R02898,4.53E-18,2.44E-02,
R02901,1.01E+08,1.69E-01,
R02902,1.18E+00,1.09E-01,
R02906,1.02E+07,1.05E-02,
R02907,2.65E+10,1.57E-02,
R02908,3.59E+16,2.65E-02,5HOXINOXDA
R02909,2.79E+57,5.96E-03,
R02911,5.18E+03,2.54E-01,
R02912,1.41E+05,2.26E-02,
R02914,2.35E-02,3.50E-01,URCN
R02915,1.40E-16,1.72E-06,
R02919,2.72E+15,6.46E-03,
R02921,6.66E+00,2.26E-02,
R02922,9.09E-09,3.25E-03,
R02923,6.83E+17,2.76E-02,DARGOp
R02925,2.15E+00,4.30E-02,SORD_D
R02926,5.46E-01,9.64E-02,MELTGH
R02927,5.65E+01,1.69E-01,
R02928,9.67E-03,9.64E-02,
R02929,5.61E+03,1.63E-01,
R02930,7.52E+00,1.56E-01,
R02932,1.77E+11,1.18E-01,
R02933,5.18E+03,1.69E-01,GLNLASEer
R02935,2.73E+01,1.39E-02,URDGLYCD
R02936,1.83E+01,1.39E-02,
R02937,2.52E+01,2.00E-02,OXAMTC
R02938,1.49E+02,1.69E-01,
R02940,3.03E+06,4.12E-01,
R02941,2.80E+06,4.12E-01,
R02942,7.25E+11,8.54E-02,
R02943,9.98E+12,4.30E-02,
R02944,7.88E-02,2.98E-01,
R02945,7.88E-02,2.98E-01,
R02946,1.71E-03,1.91E-01,
R02947,6.10E+02,5.70E-02,
R02948,6.10E+02,5.70E-02,ACLDC
R02949,3.80E-01,2.64E-01,
R02950,2.79E+70,5.72E-03,
R02951,1.39E+11,1.18E-01,
R02952,5.63E+02,7.27E-02,
R02955,3.21E+01,2.09E-03,
R02956,3.49E+00,2.00E-03,
R02957,2.55E+10,1.00E-01,ALDD32
R02962,2.18E+09,7.93E-04,
R02963,4.12E-01,2.25E-01,LCD
R02964,3.27E+08,9.25E-02,
R02965,3.77E+14,3.66E-02,
R02968,3.37E+61,6.46E-03,
R02969,2.46E-04,4.65E-01,
R02970,2.85E+01,2.25E-01,
R02971,5.19E+02,3.80E-01,APNPT
R02972,3.75E+03,8.54E-02,PNCDC
R02973,9.57E+00,7.29E-03,PNTEHe
R02975,3.00E-03,4.65E-01,
R02976,5.88E+01,3.80E-01,SLCBK1
R02978,2.09E-04,4.46E-01,3DSPHR
R02979,7.74E-09,7.88E-02,
R02983,4.60E+02,1.23E-02,
R02984,1.08E+00,1.45E-02,
R02985,9.25E-02,2.54E-01,
R02986,4.43E+01,2.09E-03,
R02988,8.13E-12,3.36E-01,
R02989,5.43E-12,3.23E-01,
R02990,3.64E+00,2.00E-03,3OADPCOAT
R02991,9.67E-03,4.48E-02,OXOAEL
R02992,2.50E+03,3.98E-03,
R02993,8.98E-05,4.46E-01,
R02994,7.88E-02,2.98E-01,
R02995,1.17E+64,1.84E-02,
R02997,6.25E+07,1.18E-02,
R02998,8.40E+03,1.45E-02,
R03001,1.90E+01,2.25E-01,
R03004,1.75E+02,7.90E-03,DNADDP
R03005,6.08E+03,7.90E-03,NNATm
R03006,3.07E+77,5.94E-02,
R03012,8.98E-05,4.46E-01,
R03013,8.77E+02,3.11E-02,HISTP
R03014,2.43E+00,1.13E-01,RMK
R03018,2.42E+01,9.67E-03,PNTK
R03021,2.46E-04,4.65E-01,
R03022,2.46E-04,4.65E-01,
R03023,1.75E+77,5.94E-02,
R03025,7.42E+04,3.66E-02,
R03026,2.16E-01,2.64E-01,ECOAH1
R03027,1.84E-01,9.64E-02,
R03028,1.89E+03,8.95E-04,
R03030,7.85E-01,1.51E-03,
R03031,2.33E+01,1.29E-03,VACOAI
R03032,2.19E+07,3.80E-01,
R03033,2.19E+07,3.80E-01,GALCTND
R03034,1.97E+03,1.50E-01,
R03035,1.12E+03,1.64E-03,APPAT
R03036,9.90E+02,1.71E-03,DPCOAPP
R03037,4.91E+07,5.96E-03,ICHORT
R03040,2.11E-06,1.71E-03,
R03043,8.98E-05,4.46E-01,
R03044,1.67E+04,4.46E-01,
R03045,1.00E+00,2.16E-01,PRPNCOAHYDm
R03046,1.14E-02,1.44E-01,
R03048,2.19E-06,1.24E-04,
R03049,8.77E+02,5.96E-03,
R03050,3.23E-01,2.25E-01,
R03051,6.08E+03,4.46E-01,
R03053,2.06E+01,2.34E-01,
R03054,1.67E+04,4.46E-01,
R03055,3.49E+00,1.18E-01,
R03056,8.09E+02,2.54E-01,
R03057,3.85E-05,1.00E-01,
R03059,2.07E+00,1.14E-02,LTC4Sr
R03062,7.42E+04,1.84E-01,
R03063,2.62E+01,1.04E-01,
R03064,4.12E-01,1.91E-01,
R03065,2.43E+00,1.91E-01,
R03066,1.11E+04,1.04E-01,
R03067,2.90E+08,5.94E-02,DHPS2_1
R03069,5.23E+00,1.91E-01,
R03070,3.64E+00,9.64E-02,
R03077,4.10E+00,1.99E-01,
R03078,1.52E-30,2.44E-01,
R03080,8.98E-05,4.46E-01,LCARR
R03081,2.09E-03,1.18E-01,
R03082,9.20E+00,2.07E-01,LALDO
R03083,8.23E+22,1.77E-02,DHQS_1
R03084,8.48E+00,1.91E-01,DHQTi
R03092,3.05E+79,8.57E-03,
R03094,7.85E-01,1.18E-01,
R03095,2.59E+05,7.88E-02,
R03096,1.49E+02,1.69E-01,AMID3
R03097,2.79E+57,5.96E-03,
R03102,1.10E+07,8.54E-02,AASAD3m
R03103,7.37E+06,8.54E-02,
R03104,2.46E-04,4.65E-01,
R03106,7.21E+13,1.33E-02,MCPST
R03114,5.26E-02,2.86E-01,
R03115,4.68E+47,5.24E-01,
R03116,6.01E+44,4.65E-01,
R03118,4.93E-44,2.98E-01,
R03119,8.98E-05,4.46E-01,13PPDH
R03123,6.70E-02,2.86E-01,
R03124,3.07E+77,5.94E-02,
R03125,9.84E+154,3.53E-03,
R03127,3.65E-01,2.87E-02,
R03128,6.46E-03,5.70E-02,
R03131,7.49E+01,1.63E-02,
R03133,1.42E+03,5.70E-02,
R03139,2.94E+16,1.63E-02,
R03140,1.60E+91,6.70E-02,RBCh_1
R03141,1.34E+258,1.24E-03,
R03145,1.90E+26,3.11E-02,
R03153,1.68E+01,1.93E-03,
R03154,1.83E+00,1.85E-03,
R03155,5.26E-02,2.86E-01,
R03157,4.62E+01,1.51E-03,
R03158,5.14E-07,1.51E-03,r0596
R03161,9.57E+00,1.69E-01,
R03163,1.09E-01,9.64E-02,
R03164,1.78E+08,2.17E-02,
R03168,1.47E+05,1.57E-02,
R03169,4.08E-11,2.44E-01,
R03171,2.04E+04,1.45E-03,
R03176,7.88E-02,2.98E-01,
R03177,1.87E+06,4.12E-01,GDBTALDH
R03178,2.62E+02,8.54E-02,OARGDC
R03180,9.17E+01,1.69E-01,AMID
R03182,1.63E-02,6.20E-03,DBTS
R03183,6.00E-05,4.46E-01,
R03187,3.56E+19,1.57E-03,
R03191,2.23E-11,3.65E-01,
R03192,1.49E-11,3.65E-01,UAPGR
R03193,4.22E+04,1.76E-01,UAMAS
R03197,2.10E+07,5.10E-05,UPPDC1
R03198,4.92E+06,4.12E-01,
R03204,1.74E+66,1.63E-02,
R03207,2.33E+00,9.31E-04,
R03208,3.54E+46,4.48E-02,
R03209,1.97E+02,2.09E-03,CHCOAL
R03210,1.24E-03,1.45E-03,AOXSr
R03211,2.15E+00,1.63E-02,
R03217,1.33E+12,1.63E-02,METB1
R03220,6.94E+62,2.26E-03,CPPPGO
R03223,7.82E+00,9.64E-02,TMPPP
R03225,1.88E+05,8.89E-02,
R03226,7.88E-02,2.98E-01,
R03227,5.26E-02,2.86E-01,
R03231,1.27E+00,1.00E+00,AMAOTr
R03234,1.79E-05,1.76E-01,
R03236,9.14E+02,3.80E-01,PFK_2
R03237,7.47E+02,1.50E-01,
R03238,3.47E+02,2.44E-01,
R03239,4.06E+03,2.25E-01,
R03240,1.76E+00,1.39E-01,
R03241,1.61E+03,9.25E-02,FCLK
R03243,2.15E+01,9.64E-02,HSTPT
R03244,7.24E-01,1.84E-01,X5PL3E
R03245,2.97E+00,1.91E-01,PMEVK
R03246,1.16E+55,5.96E-03,
R03247,8.46E+01,7.27E-02,
R03248,1.27E+01,2.34E-01,
R03249,3.08E+01,1.28E-02,
R03250,7.79E-11,1.18E-02,
R03251,4.83E+12,6.72E-03,
R03253,2.51E+52,2.77E-03,
R03254,5.89E-12,1.33E-01,KDOPS
R03256,9.54E+01,8.20E-02,
R03260,3.52E+10,1.28E-02,SHSL1h
R03261,7.88E-02,2.98E-01,
R03264,6.00E-05,4.46E-01,
R03266,8.80E+01,1.33E-01,
R03267,1.39E+11,1.18E-01,
R03268,2.41E+02,1.76E-01,
R03269,4.97E+03,8.54E-02,PPCDC
R03275,1.23E-02,1.39E-01,
R03276,1.22E+00,6.70E-02,
R03277,6.59E+03,1.09E-01,
R03278,7.88E-02,2.98E-01,
R03279,7.88E-02,2.98E-01,
R03281,1.17E+64,1.84E-02,
R03283,1.87E+06,4.12E-01,
R03284,4.46E-01,2.07E-01,
R03286,2.30E+05,1.23E-02,
R03288,4.63E+00,1.23E-02,BADP
R03290,1.28E-01,1.39E-03,
