kegg_id,Keq,stdev,bigg_id
R06611,1.39E+11,1.18E-01,
R06613,2.27E+09,1.09E-02,TMDS3
R06614,2.83E+03,8.54E-02,
R06615,1.58E+09,3.50E-01,
R06620,2.72E+15,7.88E-02,
R06621,7.88E-02,2.98E-01,
R06622,1.17E+64,1.84E-02,
R06624,2.47E+70,1.39E-03,
R06625,0.00E+00,1.06E-07,
R06626,3.66E-02,1.09E-01,
R06629,1.55E+01,2.86E-01,
R06630,6.11E-11,3.23E-01,
R06631,3.14E-05,2.98E-01,
R06632,1.17E+88,7.59E-03,
R06633,2.07E+00,8.89E-02,
R06634,8.89E-02,5.92E-01,
R06650,2.17E+10,1.57E-02,
R06651,7.60E-16,2.44E-01,
R06652,3.76E+27,5.92E-01,
R06653,3.76E+27,5.92E-01,
R06654,7.60E-16,2.44E-01,
R06655,1.35E+45,1.93E-04,
R06659,3.33E+02,2.17E-02,
R06660,3.33E+02,2.17E-02,
R06662,1.16E+05,4.51E-04,
R06665,2.59E+05,7.56E-02,
R06667,3.33E+02,2.17E-02,
R06668,3.33E+02,2.17E-02,
R06670,1.14E-03,1.09E-01,
R06676,3.22E+13,2.17E-03,
R06677,1.04E+01,2.86E-01,
R06678,2.12E-08,5.24E-01,
R06679,4.90E+70,6.18E-02,
R06681,3.35E+13,2.17E-03,
R06682,1.04E+01,2.86E-01,
R06683,3.20E+77,5.94E-02,
R06684,1.07E+03,2.17E-02,
R06685,6.66E+00,5.94E-02,
R06686,1.49E+02,8.20E-02,
R06688,6.26E+69,8.54E-02,
R06689,4.35E+07,5.24E-01,
R06690,2.58E+69,8.54E-02,
R06691,6.26E+69,8.54E-02,
R06692,4.35E+07,5.24E-01,
R06694,2.30E-08,5.24E-01,
R06695,2.08E-15,7.88E-02,
R06696,3.02E+70,6.18E-02,
R06697,1.14E+09,6.99E-15,
R06698,1.34E-90,1.15E-06,
R06699,2.00E+23,5.51E-04,
R06700,5.99E+70,6.18E-02,
R06701,4.15E-16,2.44E-01,
R06702,8.58E-16,2.44E-01,
R06704,4.34E+120,2.01E-04,
R06706,4.30E-27,2.34E-01,
R06707,1.78E-66,2.98E-01,
R06709,3.38E-27,2.34E-01,
R06710,1.40E-66,2.98E-01,
R06711,1.71E-66,2.98E-01,
R06712,1.17E+38,7.31E-04,
R06713,4.13E-27,2.34E-01,
R06725,2.00E+47,5.48E-02,
R06728,2.21E+04,1.63E-01,
R06729,6.14E+00,5.94E-02,
R06731,0.00E+00,2.00E-03,
R06734,1.90E+01,2.86E-01,
R06735,1.18E-01,1.69E-01,
R06736,1.18E-01,1.69E-01,
R06740,2.22E+16,2.65E-02,
R06741,3.09E-37,2.67E-04,
R06743,5.94E-52,9.64E-02,
R06744,2.61E+40,4.85E-02,
R06757,5.96E+22,7.00E-03,
R06758,2.05E+78,3.38E-02,
R06759,4.31E+85,3.38E-02,
R06762,2.24E-50,4.84E-01,
R06763,9.76E+44,5.24E-01,
R06769,6.82E+05,8.20E-02,
R06770,4.12E+11,1.57E-02,
R06776,1.64E-28,8.89E-02,
R06779,3.95E+12,8.92E-03,
R06780,3.97E+35,2.34E-01,
R06781,4.88E+34,3.11E-02,
R06782,2.58E+69,4.87E-03,
R06783,3.16E+68,2.66E-03,CINNDO
R06784,4.57E+04,9.67E-03,
R06785,4.39E+04,9.67E-03,DHCIND
R06786,2.05E+77,5.94E-02,3HPPPNH
R06787,2.05E+77,5.94E-02,3HCINNMH
R06788,1.10E+45,1.57E-02,DHCINDO_1
R06789,1.64E+09,1.09E-01,HKNTDH_1
R06790,7.58E+35,7.88E-02,
R06791,7.58E+35,7.88E-02,
R06795,1.77E+11,1.18E-01,
R06796,4.10E+00,1.50E-01,
R06797,5.90E+00,1.50E-01,
R06799,3.22E+00,1.50E-01,
R06800,2.64E-01,1.39E-01,
R06801,3.64E+00,1.50E-01,
R06802,5.18E+03,2.26E-02,
R06803,1.18E+11,1.18E-01,
R06804,1.03E+02,1.76E-01,
R06805,1.03E+02,1.76E-01,
R06806,2.15E+01,2.26E-03,
R06808,4.47E+11,1.09E-01,
R06811,2.41E+02,1.76E-01,
R06812,1.03E+02,1.76E-01,
R06813,1.03E+02,1.76E-01,
R06814,2.41E+02,1.76E-01,
R06817,3.79E+00,1.50E-01,
R06818,5.18E+03,2.26E-02,
R06819,1.18E+11,1.18E-01,
R06820,2.51E+02,2.35E-02,
R06821,4.10E+00,1.50E-01,
R06823,6.30E+17,2.44E-01,
R06826,2.51E+02,2.35E-02,
R06827,3.61E+02,1.50E-01,
R06828,7.55E+11,1.04E-01,
R06829,2.51E+02,2.35E-02,
R06830,2.72E+03,8.54E-02,
R06836,2.76E-02,1.39E-01,R15BPK
R06837,6.27E+156,1.39E-01,
R06838,1.79E-06,3.66E-02,
R06841,6.65E+13,8.54E-02,
R06842,5.51E-04,3.23E-01,
R06843,2.33E+01,2.86E-01,
R06844,2.34E-14,2.16E-01,
R06845,5.42E+14,8.20E-02,
R06846,8.25E-04,9.64E-02,
R06847,1.39E-14,4.13E-02,
R06849,5.87E-11,4.65E-01,
R06850,5.87E-11,4.65E-01,
R06851,3.07E+77,5.94E-02,
R06852,2.99E-02,1.01E-03,
R06855,1.04E+39,6.18E-02,
R06858,1.63E+24,5.96E-03,
R06865,2.97E+38,6.44E-02,
R06866,8.46E+01,7.27E-02,3HPH5MBDCm
R06870,4.10E+00,8.20E-02,ETHP
R06871,2.96E+01,7.24E-01,CHLP
R06880,5.09E+46,6.46E-03,
R06881,3.97E+35,2.34E-01,
R06882,2.40E+04,9.28E-03,
R06883,1.93E+71,1.92E-02,
R06884,1.79E+69,8.54E-02,
R06885,2.75E-01,2.25E-01,
R06886,2.05E+65,6.70E-02,
R06887,3.33E+52,5.24E-01,
R06888,1.93E+71,1.92E-02,
R06889,1.72E+82,7.88E-02,
R06890,6.26E+69,8.54E-02,
R06891,3.01E-04,4.65E-01,
R06892,2.63E+75,5.94E-02,
R06893,7.25E+11,8.54E-02,
R06894,9.51E+02,3.50E-01,
R06897,1.33E+00,3.10E-01,
R06898,7.97E-18,9.28E-03,
R06899,1.47E-32,8.62E-05,
R06900,1.15E+68,4.31E-03,
R06901,4.98E+65,2.98E-01,
R06902,2.16E+74,2.55E-02,
R06903,1.25E+07,1.91E-01,
R06904,3.49E+00,2.00E-03,
R06905,6.93E+00,2.64E-01,
R06906,2.75E-01,2.25E-01,
R06907,4.18E+07,5.24E-01,
R06908,5.16E+04,1.04E-01,
R06909,3.37E+61,6.46E-03,
R06910,3.36E+12,6.72E-03,
R06911,9.84E+04,6.46E-03,
R06912,2.26E+47,2.99E-02,
R06913,1.84E-02,1.91E-01,
R06914,2.91E+06,4.12E-01,
R06915,1.74E+79,2.26E-02,
R06916,1.79E+69,8.54E-02,
R06917,8.98E-05,4.46E-01,
R06918,3.03E+06,4.12E-01,
R06919,3.37E+61,6.46E-03,
R06920,5.94E+23,7.00E-03,
R06921,1.43E+65,7.90E-03,
R06922,2.43E-13,2.76E-02,
R06923,1.09E-02,1.91E-01,
R06924,1.20E+30,3.24E-02,
R06925,5.21E+01,7.27E-02,
R06926,1.79E+69,8.54E-02,
R06927,8.98E-05,4.46E-01,
R06928,3.03E+06,4.12E-01,
R06929,1.87E+131,1.57E-02,
R06930,3.37E+61,6.46E-03,
R06931,3.36E+12,6.72E-03,
R06932,8.79E+64,7.90E-03,
R06933,2.64E-13,2.76E-02,
R06934,1.84E-02,1.91E-01,
R06935,2.80E+06,4.12E-01,
R06936,1.81E+79,2.26E-02,
R06937,3.37E+61,6.46E-03,
R06938,7.03E+83,4.49E-03,
R06939,1.74E+79,2.26E-02,
R06940,1.20E+05,1.45E-02,
R06941,2.46E-04,4.65E-01,HADPCOADH3
R06942,1.33E+00,3.10E-01,
R06943,7.74E-09,7.88E-02,
R06944,1.97E+02,2.09E-03,
R06945,5.51E+71,6.20E-03,
R06953,2.32E+64,7.27E-02,
R06955,2.19E+45,5.24E-01,
R06957,7.13E+29,3.24E-02,
R06958,6.56E-08,5.04E-01,
R06959,3.33E+52,5.24E-01,
R06960,4.26E+26,4.87E-03,
R06961,1.44E+00,3.65E-01,
R06962,2.75E+36,1.29E-03,LCYA
R06963,4.26E+26,4.87E-03,LCYD
R06964,4.50E+59,1.76E-01,
R06973,2.06E+01,1.51E-02,
R06974,8.86E-01,1.45E-02,GART
R06975,6.42E-01,5.94E-02,AICART2
R06976,1.43E+01,9.64E-02,
R06977,2.41E+03,2.35E-02,DABAAT
R06978,4.78E+03,2.54E-01,
R06979,4.59E-10,8.25E-04,
R06980,4.92E+06,4.12E-01,
R06982,1.12E+02,1.63E-02,FALGTHLs
R06983,1.03E+03,9.64E-02,FALDH2
R06985,1.13E+11,1.24E-03,
R06987,2.43E+00,2.26E-02,OBTFL
R06989,5.90E+00,7.56E-02,
R06990,4.68E+09,5.70E-02,
R07000,6.36E+64,6.54E-07,
R07001,6.36E+64,6.54E-07,
R07002,8.83E+00,2.11E-06,
R07003,8.83E+00,2.11E-06,
R07004,8.83E+00,2.11E-06,
R07005,1.91E-25,1.28E-01,
R07006,1.99E-25,1.28E-01,
R07007,2.90E+08,4.66E-02,
R07008,1.91E-25,1.28E-01,
R07009,4.83E+12,1.02E-06,
R07010,4.83E+12,1.02E-06,
R07011,4.83E+12,1.02E-06,
R07012,4.83E+12,1.02E-06,
R07013,7.93E-04,3.56E-06,
R07014,7.93E-04,3.56E-06,
R07015,2.24E+12,6.72E-03,DHDDH
R07017,3.13E-04,5.50E-03,
R07018,3.97E+35,2.34E-01,
R07019,1.84E-01,2.66E-03,
R07020,3.07E+77,5.94E-02,
R07031,3.85E-05,1.00E-01,
R07032,3.85E-05,1.00E-01,
R07036,3.85E-05,1.00E-01,RE3519X
R07037,3.85E-05,1.00E-01,
R07041,3.03E+69,2.00E-03,
R07044,3.85E-05,1.00E-01,
R07045,3.85E-05,1.00E-01,
R07046,7.07E+69,2.09E-03,
R07048,2.44E+74,1.51E-03,
R07050,2.44E+74,1.51E-03,
R07051,2.44E+74,1.51E-03,
R07052,2.44E+74,1.51E-03,
R07054,7.07E+69,2.09E-03,
R07055,1.76E+75,3.25E-03,
R07056,1.76E+75,3.25E-03,
R07058,2.46E-04,4.65E-01,13HODEOR
R07060,1.90E+01,2.86E-01,
R07067,7.54E-01,3.10E-01,
R07069,8.83E+00,2.11E-06,
R07070,8.83E+00,2.11E-06,
R07071,7.93E-04,3.56E-06,
R07072,7.93E-04,3.56E-06,
R07084,1.11E+04,1.57E-02,
R07088,2.72E+77,2.17E-02,
R07089,7.95E+70,8.57E-03,
R07091,2.76E-02,1.92E-02,
R07098,7.56E+73,7.59E-03,
R07099,1.09E+74,2.08E-02,
R07106,3.06E+03,1.44E-01,
R07107,2.58E+94,8.20E-02,
R07108,3.85E-05,1.00E-01,
R07109,3.85E-05,1.00E-01,
R07110,3.85E-05,1.00E-01,
R07111,3.85E-05,1.00E-01,
R07114,8.27E+33,3.81E-02,
R07118,1.99E-25,1.28E-01,
R07120,6.56E-08,5.04E-01,
R07121,3.85E-05,1.00E-01,
R07122,3.85E-05,1.00E-01,RE3259C
R07123,1.35E-05,6.70E-02,
R07124,1.16E+05,2.17E-02,
R07125,1.68E+02,8.89E-02,KG6PDC
R07127,3.76E+02,3.80E-01,3KGK
R07133,1.78E-03,2.54E-01,
R07134,5.74E-04,9.64E-02,
R07135,4.87E-03,2.98E-01,MNLDHr
R07136,2.46E-04,4.65E-01,
R07137,1.64E-04,4.46E-01,
R07138,5.26E-02,2.86E-01,
R07139,4.69E-04,2.34E-01,
R07140,6.89E+02,9.64E-02,
R07141,4.16E-04,4.65E-01,
R07142,2.89E-04,4.46E-01,
R07143,4.31E-03,5.26E-02,
R07144,3.99E-04,9.64E-02,
R07145,5.72E-03,2.86E-01,
R07146,1.28E-01,2.98E-01,
R07147,2.63E+00,4.12E-01,
R07149,2.72E+02,4.30E-02,
R07150,4.42E+02,3.36E-01,
R07151,5.78E+19,3.38E-02,
R07156,3.03E+06,4.12E-01,
R07157,8.52E+11,1.63E-02,
R07159,3.90E+03,8.92E-03,
R07160,2.52E+01,3.26E-04,
R07161,2.70E+05,4.51E-04,
R07164,7.11E-08,6.42E-01,
R07165,4.75E-08,6.16E-01,
R07168,2.29E-07,3.51E-02,MTHFR2
R07171,2.35E+23,3.51E-02,NOX
R07172,3.51E+23,3.51E-02,H2O2syn
R07175,8.83E+00,6.26E-06,
R07176,2.28E-06,4.13E-02,APSR
R07181,7.70E+05,9.25E-02,H2ASE_syn
R07183,5.88E+76,3.24E-02,
R07185,4.23E+78,2.44E-02,
R07188,6.73E+59,1.64E-03,
R07191,7.17E+77,5.94E-02,
R07194,2.54E+73,2.87E-02,
R07195,4.47E+86,8.92E-03,
R07196,3.84E+83,1.63E-02,
R07197,4.47E+86,8.92E-03,
R07198,5.29E+59,1.33E-02,
R07201,3.35E+75,5.94E-02,
R07202,2.58E+69,8.54E-02,
R07203,5.29E+71,7.56E-02,
R07204,5.29E+71,7.56E-02,
R07205,5.29E+71,7.56E-02,
R07206,8.90E-40,5.70E-02,
R07207,6.26E+69,8.54E-02,
R07208,5.29E+71,7.56E-02,
R07209,5.29E+71,7.56E-02,
R07215,2.13E+78,1.34E-03,
R07216,4.53E+69,6.18E-02,
R07217,4.53E+69,6.18E-02,
R07219,1.56E-12,7.56E-02,
R07220,9.03E-07,7.56E-02,
R07221,1.29E+20,2.55E-02,
R07222,4.03E+18,1.59E-06,
R07226,1.50E-01,1.63E-01,
R07227,2.86E-01,1.84E-02,
R07245,3.76E+02,2.26E-02,
R07247,8.23E-03,1.13E-01,
R07248,2.63E+00,1.23E-01,
R07250,9.97E+25,6.81E-07,
R07252,1.18E-01,1.69E-01,
R07253,2.81E+30,2.09E-04,
R07260,2.05E+03,1.84E-01,
R07262,2.40E+04,2.09E-03,
R07263,1.08E+13,2.55E-03,
R07264,3.65E-01,1.33E-01,
R07265,1.39E-01,3.80E-01,
R07266,5.51E+46,7.56E-02,
R07267,5.91E+12,5.94E-02,
R07269,5.91E+12,5.94E-02,
R07270,1.31E-08,1.28E-02,
R07271,9.98E+12,4.30E-02,
R07272,9.98E+12,4.30E-02,
R07273,1.98E+13,1.13E-01,
R07274,2.38E+06,3.24E-02,
R07275,4.12E-01,2.25E-01,
R07276,3.34E+01,2.34E-01,
R07277,3.34E+01,2.34E-01,
R07279,9.97E+00,1.92E-02,
R07280,2.95E+02,3.80E-01,AUS
R07281,1.90E+14,1.91E-01,DB4PS
R07290,5.24E-01,1.01E-02,FORCT
R07294,2.40E+04,2.09E-03,
R07295,2.40E+04,2.09E-03,
R07296,2.40E+04,2.09E-03,
R07298,1.67E+03,1.56E-01,
R07300,9.54E+01,2.44E-01,
R07301,2.62E+01,2.44E-01,
R07303,1.20E+05,1.45E-02,
R07305,9.33E+08,3.98E-03,
R07307,1.13E+11,8.54E-02,
R07312,1.03E+03,8.54E-02,
R07313,9.21E+12,4.21E-08,
R07315,2.02E+07,5.94E-02,
R07316,5.00E+01,6.70E-02,CBMD
R07318,2.59E+05,7.56E-02,
R07324,6.49E+08,2.00E-02,MI3PS
R07329,4.20E+80,2.26E-02,
R07332,5.51E+46,7.56E-02,
R07333,5.51E+46,7.56E-02,
R07337,2.51E+02,2.35E-02,
R07338,5.51E+46,7.56E-02,
R07339,1.03E+02,1.76E-01,
R07340,1.03E+02,1.76E-01,
R07342,7.25E+11,8.54E-02,
R07344,1.74E+53,1.23E-02,
R07346,1.51E-03,1.33E-01,
R07353,8.38E+116,1.42E-08,
R07360,1.18E+12,6.20E-03,
R07362,2.79E+57,5.96E-03,
R07363,1.32E+90,2.55E-02,ARD1
R07364,1.55E+89,6.98E-02,ARD
R07366,4.44E+88,1.92E-02,
R07369,3.07E+77,5.94E-02,
R07370,3.07E+77,5.94E-02,
R07371,3.20E+77,5.94E-02,
R07372,5.29E+71,7.56E-02,
R07392,2.19E+07,3.80E-01,MDRPD
R07393,1.22E+00,1.00E+00,23DK5MPPISO
R07394,2.72E+02,3.80E-01,2OH3K5MPPISO
R07395,3.33E+02,3.80E-01,
R07396,1.63E-02,3.11E-02,UNK3
R07399,3.02E+07,1.23E-01,
R07400,1.80E+18,2.76E-02,
R07401,7.76E+65,3.24E-02,
R07403,2.07E+87,3.82E-03,
R07404,7.58E+10,5.50E-03,
R07405,2.39E-07,5.50E-03,AIRC3
R07406,7.77E+02,8.54E-02,
R07407,3.63E-12,1.50E-01,ASPO2y
R07408,1.21E-08,3.01E-04,RE0691C
R07410,5.43E-12,1.50E-01,ASPO2
R07413,1.37E+02,6.18E-02,
R07414,4.41E+03,1.63E-01,
R07415,2.40E+16,2.65E-02,
R07416,4.43E+01,2.09E-03,
R07417,2.80E+06,4.12E-01,
R07418,1.87E+06,4.12E-01,GGGABADr
R07419,6.89E+02,6.98E-02,GGGABAH
R07420,2.68E+07,3.38E-02,
R07421,5.29E+71,7.56E-02,
R07422,2.15E+75,2.76E-02,
R07426,1.03E+02,1.76E-01,
R07428,7.88E-02,2.98E-01,
R07429,3.92E+02,2.26E-03,
R07430,6.26E+69,8.54E-02,
R07432,3.68E-04,5.51E-04,
R07433,1.99E+00,7.02E-04,
R07436,3.82E+35,2.34E-01,
R07437,1.67E+04,4.46E-01,
R07440,3.07E+77,5.94E-02,
R07441,9.78E+06,4.49E-03,
R07442,6.53E+06,4.49E-03,
R07444,1.34E+10,3.23E-01,
R07445,6.26E+69,8.54E-02,
R07446,1.34E+10,3.23E-01,
R07447,3.92E+02,2.26E-03,
R07448,2.37E+58,8.54E-02,
R07449,1.34E+10,3.23E-01,
R07450,2.08E+60,7.56E-02,
R07451,1.34E+10,3.23E-01,
R07452,6.26E+69,8.54E-02,
R07453,6.26E+69,8.54E-02,
R07454,6.26E+69,8.54E-02,
R07455,2.79E+70,6.18E-02,
R07456,2.35E-215,3.66E-02,PYDXS
R07457,2.79E+70,6.18E-02,
R07458,2.79E+70,6.18E-02,
R07466,7.48E-11,3.23E-01,
R07468,1.34E+10,3.23E-01,
R07469,7.48E-11,3.23E-01,
R07471,1.51E+22,4.30E-02,
R07472,7.48E-11,3.23E-01,
R07473,7.48E-11,3.23E-01,
R07474,2.08E+60,7.56E-02,
R07475,5.91E+12,5.94E-02,GGTT
R07483,3.92E+02,2.26E-03,MERGTROLR
R07484,6.44E-02,4.49E-03,
R07485,2.62E+14,4.46E-01,
R07486,6.49E+08,2.26E-03,
R07487,1.54E-09,2.26E-03,
R07488,3.67E+10,2.44E-01,
R07489,1.44E+00,3.65E-01,
R07490,2.62E+14,4.46E-01,
R07491,6.49E+08,2.26E-03,
R07492,1.54E-09,2.26E-03,
R07493,6.71E+10,3.65E-01,
R07494,2.72E+02,4.30E-02,
R07495,1.90E+01,2.86E-01,
R07497,6.44E-02,4.49E-03,C8STI
R07499,3.67E+10,2.44E-01,
R07500,2.04E+16,3.66E-02,HGPHT
R07502,1.91E+12,1.23E-02,TOCOPHS1
R07503,1.91E+12,1.23E-02,TOCOPHS2
R07505,2.55E-03,2.26E-03,
R07506,5.43E-12,3.23E-01,
R07507,3.67E+10,2.44E-01,
R07508,4.48E-15,2.86E-01,
R07509,2.27E+233,5.98E-04,
R07510,1.99E+00,1.33E-01,
R07514,1.13E+74,2.44E-02,
R07515,7.06E+07,1.69E-01,
R07516,3.64E+00,2.25E-01,
R07517,1.44E+00,3.65E-01,
R07518,1.44E+00,3.65E-01,
R07519,3.64E+00,2.25E-01,
R07520,1.44E+00,3.65E-01,
R07522,3.64E+00,2.25E-01,
R07523,1.44E+00,3.65E-01,
R07525,9.89E+65,7.88E-02,
R07526,9.89E+65,7.88E-02,
R07528,3.64E+00,2.25E-01,
R07530,6.84E+29,4.12E-01,
R07531,6.84E+29,4.12E-01,
R07532,3.64E+00,2.25E-01,
R07533,1.13E-25,3.51E-02,
R07534,1.44E+00,3.65E-01,
R07536,3.64E+00,2.25E-01,
R07537,9.89E+65,7.88E-02,
R07538,9.89E+65,7.88E-02,
R07539,3.64E+00,2.25E-01,
R07540,1.44E-01,2.64E-01,
R07541,1.36E+04,1.14E-03,
R07542,1.97E+03,1.29E-03,
R07543,3.64E+00,2.25E-01,
R07544,3.86E+44,3.51E-02,
R07546,3.86E+44,3.51E-02,
R07548,1.13E+86,1.69E-01,
R07549,9.15E+39,2.54E-01,
R07550,6.84E+29,4.12E-01,
R07551,7.48E-11,3.23E-01,
R07552,1.66E+56,2.44E-01,
R07553,7.07E-31,3.51E-02,
R07554,6.84E+29,4.12E-01,
R07555,3.10E+74,1.33E-01,
R07556,6.84E+29,4.12E-01,
R07557,9.15E+39,2.54E-01,
R07558,3.54E+71,7.56E-02,
R07559,3.54E+71,7.56E-02,
R07560,1.86E+08,1.30E-06,
R07561,6.84E+29,4.12E-01,
R07562,6.84E+29,4.12E-01,
R07563,9.15E+39,2.54E-01,
R07564,9.15E+39,2.54E-01,
R07565,9.15E+39,2.54E-01,
R07566,9.15E+39,2.54E-01,
R07567,9.15E+39,2.54E-01,
R07568,6.84E+29,4.12E-01,
R07569,6.84E+29,4.12E-01,
R07570,6.84E+29,4.12E-01,
R07571,9.15E+39,2.54E-01,
R07572,6.84E+29,4.12E-01,
R07573,9.15E+39,2.54E-01,
R07574,1.07E+04,3.11E-02,
R07575,7.85E-01,1.18E-01,
R07577,7.48E-11,3.23E-01,
R07578,1.13E-37,5.48E-02,
R07579,6.84E+29,4.12E-01,
R07580,1.13E-37,5.48E-02,
R07581,1.13E-37,5.48E-02,
R07582,7.77E+02,3.50E-01,
R07583,3.50E-01,3.36E-01,
R07584,3.50E-01,3.36E-01,
R07598,1.21E+17,1.84E-02,
R07599,1.74E+04,6.98E-02,MOD
R07601,1.26E+04,3.11E-02,MOD_4mop
R07603,1.74E+04,6.98E-02,MOD_3mop
R07613,1.24E+09,1.84E-02,LDAPAT
R07627,3.85E-05,1.00E-01,
R07629,2.39E+05,2.08E-02,
R07630,5.57E+43,1.41E-06,
R07631,8.04E+04,6.18E-02,
R07632,8.04E+04,6.18E-02,
R07636,1.22E+00,9.00E-06,
R07641,1.39E-01,1.39E-01,CBPSam
R07647,1.18E+36,4.33E-04,
R07648,1.33E+48,1.64E-04,
R07649,1.19E+45,2.78E-04,
R07650,6.87E+03,3.97E-02,
R07651,2.33E+00,3.66E-02,ALAALAD
R07652,6.58E+16,2.08E-02,
R07653,2.85E+00,4.85E-02,
R07654,1.11E+80,4.46E-01,
R07655,1.59E+43,1.69E-01,
R07656,5.51E-191,1.70E-02,
R07657,3.61E+52,2.77E-03,
R07658,4.82E+00,6.72E-03,UDPGDC
R07659,2.68E-05,1.50E-01,UDPKAAT
R07660,1.56E-01,1.33E-02,ULA4NFT
R07662,7.72E+04,1.45E-02,
R07664,1.50E+00,8.89E-02,
R07665,1.11E+68,3.38E-02,
R07666,1.25E+05,8.54E-02,
R07667,1.88E+05,8.54E-02,
R07674,6.33E+03,3.36E-01,
R07675,1.17E+01,2.16E-01,
R07676,3.39E-03,2.16E-01,
R07678,1.13E+00,2.08E-02,
R07680,5.18E+03,1.69E-01,
R07684,4.42E+52,2.77E-03,
R07685,7.45E+15,1.13E-01,
R07687,4.71E+57,1.51E-03,
R07688,2.50E+16,1.64E-03,
R07689,7.44E+03,1.57E-03,
R07692,8.76E+15,1.13E-01,
R07694,8.24E-16,2.44E-01,
R07695,1.23E+60,7.90E-03,
R07696,7.98E-31,1.76E-01,
R07700,8.30E+69,3.81E-02,
R07701,2.32E+52,2.77E-03,
R07702,3.79E+62,1.34E-03,
R07703,1.03E+03,3.82E-03,
R07704,3.37E+61,6.46E-03,
R07705,3.36E+12,6.72E-03,
R07707,6.01E+07,1.94E-06,
R07708,7.28E+10,2.99E-02,
R07709,2.05E+77,5.94E-02,
R07710,3.07E+77,5.94E-02,
R07711,2.95E+77,5.94E-02,
R07713,1.09E-02,1.91E-01,
R07715,5.51E+71,7.56E-02,
R07717,1.05E-15,2.44E-01,
R07719,3.09E+00,1.50E-01,
R07721,3.09E+00,1.50E-01,
R07728,7.16E+15,1.72E-06,
R07731,3.09E+00,1.50E-01,
R07732,4.12E-76,1.91E-01,
R07735,2.59E+05,4.30E-02,
R07737,5.87E-11,3.23E-01,
R07738,1.18E-13,1.94E-06,
R07739,1.24E-17,1.87E-06,
R07740,1.39E+11,1.18E-01,
R07741,3.09E+00,1.50E-01,
R07742,4.12E-76,1.91E-01,
R07743,3.55E-55,1.69E-01,
R07745,2.37E+82,5.48E-02,
R07746,3.20E+77,5.94E-02,
R07748,7.16E+15,1.72E-06,
R07749,5.59E+29,2.55E-03,
R07750,8.58E-16,2.44E-01,
R07752,7.16E+15,1.72E-06,
R07753,1.39E+11,1.18E-01,
R07754,3.09E+00,1.50E-01,
R07755,4.12E-76,1.91E-01,
R07756,3.55E-55,1.69E-01,
R07757,4.10E+00,1.50E-01,
R07758,1.05E-03,1.71E-04,3OACOAS
R07759,6.08E+03,4.46E-01,RE0581R
R07760,7.54E-01,3.10E-01,RE0582N
R07761,1.84E+11,3.23E-01,ECOAR
R07776,3.07E+77,5.94E-02,
R07777,5.51E+71,7.56E-02,
R07778,5.51E+71,7.56E-02,
R07782,2.23E+02,1.69E-01,
R07783,1.29E-66,2.98E-01,
R07786,7.77E+27,6.68E-01,
R07787,7.77E+27,6.68E-01,
R07788,7.48E-11,3.23E-01,
R07789,1.34E+10,3.23E-01,
R07790,1.54E-09,2.26E-03,
R07791,7.77E+27,6.68E-01,
R07792,7.77E+27,6.68E-01,
R07793,8.30E+69,3.81E-02,
R07796,7.82E+00,3.38E-02,
R07799,6.29E+55,5.09E-04,
R07800,1.27E+25,5.74E-04,
R07801,7.98E+44,1.23E-02,
R07802,2.01E+09,1.33E-01,
R07803,5.42E+39,2.88E-03,
R07804,1.67E+28,3.14E-05,
R07826,3.97E+35,2.34E-01,
R07828,1.76E+00,2.09E-03,
R07829,5.00E-11,1.05E-03,
R07831,2.65E-02,2.00E-02,
R07832,7.22E+00,2.09E-03,
R07833,2.37E+07,1.45E-03,
R07834,5.08E+34,4.84E-01,
R07835,1.89E+02,6.70E-02,
R07840,4.26E+26,4.87E-03,LCYE
R07841,6.84E+29,4.12E-01,
R07842,6.84E+29,4.12E-01,
R07843,3.86E+44,3.51E-02,
R07844,2.74E+112,6.18E-02,
R07845,3.37E+36,6.18E-02,
R07846,5.66E+38,2.99E-02,
R07847,5.43E+38,2.99E-02,
R07848,2.75E+36,1.29E-03,
R07849,1.36E+04,1.14E-03,
R07851,6.84E+29,4.12E-01,
R07852,1.17E+26,2.44E-02,
R07856,2.75E+36,1.29E-03,
R07857,1.36E+04,1.14E-03,
R07858,1.36E+04,1.14E-03,
R07862,6.01E+69,1.39E-01,
R07866,6.17E+11,1.93E-03,
R07874,1.18E+11,1.18E-01,
R07875,1.33E+11,1.18E-01,
R07877,1.03E+02,1.76E-01,
R07878,1.03E+02,1.76E-01,
R07879,1.03E+02,1.76E-01,
R07881,2.40E+04,2.09E-03,
R07882,2.15E+01,2.26E-03,
R07883,2.15E+01,2.26E-03,
R07884,3.36E-01,1.39E-01,
R07885,3.65E-01,1.39E-01,
R07886,4.12E-01,1.39E-01,
R07887,4.62E+01,2.09E-03,
R07888,7.74E-09,7.88E-02,
R07889,7.54E-01,3.10E-01,
R07890,2.46E-04,4.65E-01,
R07891,1.87E-06,3.36E-01,
R07892,7.74E-09,7.88E-02,
R07893,7.54E-01,3.10E-01,
R07894,2.46E-04,4.65E-01,
R07895,1.94E-06,3.36E-01,
R07896,7.74E-09,7.88E-02,
R07897,7.54E-01,3.10E-01,
R07898,2.46E-04,4.65E-01,
R07899,1.87E-06,3.36E-01,
R07900,4.57E+29,2.00E-02,
R07901,7.91E-16,2.44E-01,
R07902,2.40E+04,2.09E-03,
